"","year","make","model","vclass","displ","tran","cyl","drive","fueltype","tcharger","scharger","guzzler","cty","hwy","cmb","pv","lv","country","z"
"1",2000,"acura","NSX","Two Seaters",3,"Automatic 4-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,NA,NA,"Japan","Two Seaters"
"2",2000,"acura","NSX","Two Seaters",3.2,"Manual 6-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,NA,NA,"Japan","Two Seaters"
"3",2000,"bmw","M Coupe","Two Seaters",3.2,"Manual 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,23,19,NA,NA,"Germany","Two Seaters"
"4",2000,"bmw","Z3 Coupe","Two Seaters",2.8,"Automatic 4-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,24,19,NA,NA,"Germany","Two Seaters"
"5",2000,"bmw","Z3 Coupe","Two Seaters",2.8,"Manual 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,24,19,NA,NA,"Germany","Two Seaters"
"6",2000,"bmw","Z3 Roadster","Two Seaters",2.5,"Automatic 4-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,24,19,NA,NA,"Germany","Two Seaters"
"7",2000,"bmw","Z3 Roadster","Two Seaters",2.5,"Manual 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,25,20,NA,NA,"Germany","Two Seaters"
"8",2000,"bmw","Z3 Roadster","Two Seaters",2.8,"Automatic 4-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,24,19,NA,NA,"Germany","Two Seaters"
"9",2000,"bmw","Z3 Roadster","Two Seaters",2.8,"Manual 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,24,19,NA,NA,"Germany","Two Seaters"
"10",2000,"bmw","Z8","Two Seaters",4.9,"Manual 6-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,12,19,15,NA,NA,"Germany","Two Seaters"
"11",2000,"mercedes-benz","SL500","Two Seaters",5,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,14,21,17,50,8,"Germany","Two Seaters"
"12",2000,"mercedes-benz","SL600","Two Seaters",6,"Automatic 5-spd","12","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,12,18,14,50,8,"Germany","Two Seaters"
"13",2000,"mercedes-benz","SLK230 Kompressor","Two Seaters",2.3,"Automatic 5-spd","4","Rear-Wheel Drive","Premium",FALSE,TRUE,FALSE,20,27,22,48,10,"Germany","Two Seaters"
"14",2000,"mercedes-benz","SLK230 Kompressor","Two Seaters",2.3,"Manual 5-spd","4","Rear-Wheel Drive","Premium",FALSE,TRUE,FALSE,19,28,22,48,10,"Germany","Two Seaters"
"15",2000,"audi","TT Coupe","Minicompact Cars",1.8,"Manual 5-spd","4","Front-Wheel Drive","Premium",TRUE,FALSE,FALSE,19,29,23,65,14,"Germany","Minicompact Cars"
"16",2000,"audi","TT Coupe quattro","Minicompact Cars",1.8,"Manual 5-spd","4","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,18,26,21,65,11,"Germany","Minicompact Cars"
"17",2000,"bmw","323i Convertible","Minicompact Cars",2.5,"Automatic 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,22,18,74,9,"Germany","Minicompact Cars"
"18",2000,"bmw","323i Convertible","Minicompact Cars",2.5,"Manual 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,23,19,74,9,"Germany","Minicompact Cars"
"19",2000,"bmw","M Roadster","Minicompact Cars",3.2,"Manual 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,23,19,74,9,"Germany","Minicompact Cars"
"20",2000,"jaguar","XK8 Convertible","Minicompact Cars",4,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,70,10,"Britain","Minicompact Cars"
"21",2000,"jaguar","XKR Convertible","Minicompact Cars",4,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,TRUE,FALSE,14,20,17,70,10,"Britain","Minicompact Cars"
"22",2000,"mercedes-benz","CLK320 (Cabriolet)","Minicompact Cars",3.2,"Automatic 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,25,20,76,6,"Germany","Minicompact Cars"
"23",2000,"mercedes-benz","CLK430 (Cabriolet)","Minicompact Cars",4.3,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,76,6,"Germany","Minicompact Cars"
"24",2000,"acura","Integra","Subcompact Cars",1.8,"Automatic 4-spd","4","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,21,28,23,80,12.5,"Japan","Subcompact Cars"
"25",2000,"acura","Integra","Subcompact Cars",1.8,"Manual 5-spd","4","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,22,28,24,80,12.5,"Japan","Subcompact Cars"
"26",2000,"acura","Integra","Subcompact Cars",1.8,"Manual 5-spd","4","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,22,28,24,80,12.5,"Japan","Subcompact Cars"
"27",2000,"bmw","323ci","Subcompact Cars",2.5,"Automatic 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,25,19,84,9,"Germany","Subcompact Cars"
"28",2000,"bmw","323ci","Subcompact Cars",2.5,"Manual 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,26,21,84,9,"Germany","Subcompact Cars"
"29",2000,"bmw","328ci","Subcompact Cars",2.8,"Automatic 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,25,19,84,9,"Germany","Subcompact Cars"
"30",2000,"bmw","328ci","Subcompact Cars",2.8,"Manual 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,26,21,84,9,"Germany","Subcompact Cars"
"31",2000,"jaguar","XK8","Subcompact Cars",4,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,23,18,75,11,"Britain","Subcompact Cars"
"32",2000,"jaguar","XKR","Subcompact Cars",4,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,TRUE,FALSE,15,21,17,75,11,"Britain","Subcompact Cars"
"33",2000,"lexus","SC","Subcompact Cars",3,"Automatic 4-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,22,19,85,9,"Japan","Subcompact Cars"
"34",2000,"lexus","SC","Subcompact Cars",4,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,23,19,85,9,"Japan","Subcompact Cars"
"35",2000,"mercedes-benz","CLK320","Subcompact Cars",3.2,"Automatic 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,26,21,81,11,"Germany","Subcompact Cars"
"36",2000,"mercedes-benz","CLK430","Subcompact Cars",4.3,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,23,19,81,11,"Germany","Subcompact Cars"
"37",2000,"audi","A4","Compact Cars",1.8,"Automatic 5-spd","4","Front-Wheel Drive","Premium",TRUE,FALSE,FALSE,18,28,21,88,14,"Germany","Compact Cars"
"38",2000,"audi","A4","Compact Cars",1.8,"Manual 5-spd","4","Front-Wheel Drive","Premium",TRUE,FALSE,FALSE,21,29,24,88,14,"Germany","Compact Cars"
"39",2000,"audi","A4","Compact Cars",2.8,"Automatic 5-spd","6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,24,19,88,14,"Germany","Compact Cars"
"40",2000,"audi","A4","Compact Cars",2.8,"Manual 5-spd","6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,26,21,88,14,"Germany","Compact Cars"
"41",2000,"audi","A4 quattro","Compact Cars",1.8,"Automatic 5-spd","4","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,17,26,20,88,14,"Germany","Compact Cars"
"42",2000,"audi","A4 quattro","Compact Cars",1.8,"Manual 5-spd","4","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,19,26,22,88,14,"Germany","Compact Cars"
"43",2000,"audi","A4 quattro","Compact Cars",2.8,"Automatic 5-spd","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,23,18,88,14,"Germany","Compact Cars"
"44",2000,"audi","A4 quattro","Compact Cars",2.8,"Manual 5-spd","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,23,19,88,14,"Germany","Compact Cars"
"45",2000,"audi","S4","Compact Cars",2.7,"Automatic 5-spd","6","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,15,22,18,88,14,"Germany","Compact Cars"
"46",2000,"audi","S4","Compact Cars",2.7,"Manual 6-spd","6","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,15,22,18,88,14,"Germany","Compact Cars"
"47",2000,"bmw","323i","Compact Cars",2.5,"Automatic 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,26,20,91,11,"Germany","Compact Cars"
"48",2000,"bmw","323i","Compact Cars",2.5,"Automatic 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,25,19,91,11,"Germany","Compact Cars"
"49",2000,"bmw","323i","Compact Cars",2.5,"Manual 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,26,21,91,11,"Germany","Compact Cars"
"50",2000,"bmw","328i","Compact Cars",2.8,"Automatic 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,25,20,91,11,"Germany","Compact Cars"
"51",2000,"bmw","328i","Compact Cars",2.8,"Automatic 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,25,19,91,11,"Germany","Compact Cars"
"52",2000,"bmw","328i","Compact Cars",2.8,"Manual 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,26,21,91,11,"Germany","Compact Cars"
"53",2000,"bmw","528i","Compact Cars",2.8,"Automatic 4-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,24,19,93,11,"Germany","Compact Cars"
"54",2000,"bmw","528i","Compact Cars",2.8,"Automatic 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,24,19,93,11,"Germany","Compact Cars"
"55",2000,"bmw","528i","Compact Cars",2.8,"Manual 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,26,21,93,11,"Germany","Compact Cars"
"56",2000,"bmw","540i","Compact Cars",4.4,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,22,18,93,11,"Germany","Compact Cars"
"57",2000,"bmw","540i","Compact Cars",4.4,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,14,19,16,93,11,"Germany","Compact Cars"
"58",2000,"bmw","540i","Compact Cars",4.4,"Manual 6-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,14,21,16,93,11,"Germany","Compact Cars"
"59",2000,"bmw","M5","Compact Cars",4.9,"Manual 6-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,12,19,15,93,11,"Germany","Compact Cars"
"60",2000,"infiniti","G20","Compact Cars",2,"Automatic 4-spd","4","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,20,28,23,91,14,"Japan","Compact Cars"
"61",2000,"infiniti","G20","Compact Cars",2,"Manual 5-spd","4","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,21,29,24,91,14,"Japan","Compact Cars"
"62",2000,"jaguar","XJ8","Compact Cars",4,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,93,13,"Britain","Compact Cars"
"63",2000,"jaguar","XJR","Compact Cars",4,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,TRUE,FALSE,14,20,16,93,13,"Britain","Compact Cars"
"64",2000,"lexus","ES 300","Compact Cars",3,"Automatic 4-spd","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,17,24,20,92,13,"Japan","Compact Cars"
"65",2000,"mercedes-benz","C230 Kompressor","Compact Cars",2.3,"Automatic 5-spd","4","Rear-Wheel Drive","Premium",FALSE,TRUE,FALSE,19,26,22,88,13,"Germany","Compact Cars"
"66",2000,"mercedes-benz","C280","Compact Cars",2.8,"Automatic 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,19,25,21,88,13,"Germany","Compact Cars"
"67",2000,"mercedes-benz","C43 AMG","Compact Cars",4.3,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,21,18,88,13,"Germany","Compact Cars"
"68",2000,"mercedes-benz","CL500","Compact Cars",5,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,21,17,88,12,"Germany","Compact Cars"
"69",2000,"acura","3.2TL","Midsize Cars",3.2,"Automatic 5-spd","6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,27,20,96,14,"Japan","Midsize Cars"
"70",2000,"acura","3.5RL","Midsize Cars",3.5,"Automatic 4-spd","6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,22,18,96,15,"Japan","Midsize Cars"
"71",2000,"audi","A6","Midsize Cars",2.8,"Automatic 5-spd","6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,24,18,98,15,"Germany","Midsize Cars"
"72",2000,"audi","A6 quattro","Midsize Cars",2.7,"Automatic 5-spd","6","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,15,22,18,98,15,"Germany","Midsize Cars"
"73",2000,"audi","A6 quattro","Midsize Cars",2.7,"Manual 6-spd","6","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,15,22,18,98,15,"Germany","Midsize Cars"
"74",2000,"audi","A6 quattro","Midsize Cars",2.8,"Automatic 5-spd","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,98,15,"Germany","Midsize Cars"
"75",2000,"audi","A6 quattro","Midsize Cars",2.8,"Manual 5-spd","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,22,18,98,15,"Germany","Midsize Cars"
"76",2000,"audi","A6 quattro","Midsize Cars",4.2,"Automatic 5-spd","8","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,98,15,"Germany","Midsize Cars"
"77",2000,"audi","A8 quattro","Midsize Cars",4.2,"Automatic 5-spd","8","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,100,18,"Germany","Midsize Cars"
"78",2000,"bmw","740i/740i Sport","Midsize Cars",4.4,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,100,13,"Germany","Midsize Cars"
"79",2000,"bmw","740i/740i Sport","Midsize Cars",4.4,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,14,19,16,100,13,"Germany","Midsize Cars"
"80",2000,"cadillac","Catera","Midsize Cars",3,"Automatic 4-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,23,18,99,14,"USA","Midsize Cars"
"81",2000,"cadillac","Eldorado","Midsize Cars",4.6,"Automatic 4-spd","8","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,25,19,100,15,"USA","Midsize Cars"
"82",2000,"cadillac","Seville","Midsize Cars",4.6,"Automatic 4-spd","8","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,25,19,104,15,"USA","Midsize Cars"
"83",2000,"infiniti","I30","Midsize Cars",3,"Automatic 4-spd","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,17,25,20,102,15,"Japan","Midsize Cars"
"84",2000,"infiniti","Q45","Midsize Cars",4.1,"Automatic 4-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,21,18,97,13,"Japan","Midsize Cars"
"85",2000,"jaguar","Vanden Plas","Midsize Cars",4,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,102,13,"Britain","Midsize Cars"
"86",2000,"jaguar","Vanden Plas S/C","Midsize Cars",4,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,TRUE,FALSE,14,20,16,102,13,"Britain","Midsize Cars"
"87",2000,"jaguar","S-type (X200) V6","Midsize Cars",3,"Automatic 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,24,19,99,12,"Britain","Midsize Cars"
"88",2000,"jaguar","S-type (X200) V8","Midsize Cars",4,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,21,17,99,12,"Britain","Midsize Cars"
"89",2000,"jaguar","XJ8L","Midsize Cars",4,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,102,13,"Britain","Midsize Cars"
"90",2000,"lexus","GS 300/GS 400","Midsize Cars",3,"Automatic 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,23,19,100,15,"Japan","Midsize Cars"
"91",2000,"lexus","GS 300/GS 400","Midsize Cars",4,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,22,18,100,15,"Japan","Midsize Cars"
"92",2000,"lexus","LS 400","Midsize Cars",4,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,23,19,102,14,"Japan","Midsize Cars"
"93",2000,"lincoln","LS","Midsize Cars",3,"Automatic 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,23,18,104,13,"USA","Midsize Cars"
"94",2000,"lincoln","LS","Midsize Cars",3,"Automatic 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,104,13,"USA","Midsize Cars"
"95",2000,"lincoln","LS","Midsize Cars",3,"Manual 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,23,18,104,13,"USA","Midsize Cars"
"96",2000,"lincoln","LS","Midsize Cars",3.9,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,17,104,13,"USA","Midsize Cars"
"97",2000,"lincoln","LS","Midsize Cars",3.9,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,17,104,13,"USA","Midsize Cars"
"98",2000,"mercedes-benz","E320","Midsize Cars",3.2,"Automatic 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,27,21,95,15,"Germany","Midsize Cars"
"99",2000,"mercedes-benz","E320 4Matic","Midsize Cars",3.2,"Automatic 5-spd","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,25,21,95,15,"Germany","Midsize Cars"
"100",2000,"mercedes-benz","E430","Midsize Cars",4.3,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,22,18,95,15,"Germany","Midsize Cars"
"101",2000,"mercedes-benz","E430 4Matic","Midsize Cars",4.3,"Automatic 5-spd","8","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,21,18,95,15,"Germany","Midsize Cars"
"102",2000,"mercedes-benz","E55 AMG","Midsize Cars",5.5,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,21,17,95,15,"Germany","Midsize Cars"
"103",2000,"audi","A8 L","Large Cars",4.2,"Automatic 5-spd","8","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,104,18,"Germany","Large Cars"
"104",2000,"bmw","740il/740il Protection","Large Cars",4.4,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,107,13,"Germany","Large Cars"
"105",2000,"bmw","750il/750il Protection","Large Cars",5.4,"Automatic 5-spd","12","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,12,18,14,107,13,"Germany","Large Cars"
"106",2000,"cadillac","DeVille","Large Cars",4.6,"Automatic 4-spd","8","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,25,19,115,19,"USA","Large Cars"
"107",2000,"lincoln","Continental","Large Cars",4.6,"Automatic 4-spd","8","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,23,18,NA,NA,"USA","Large Cars"
"108",2000,"lincoln","Town Car","Large Cars",4.6,"Automatic 4-spd","8","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,16,23,18,112,21,"USA","Large Cars"
"109",2000,"mercedes-benz","S430","Large Cars",4.3,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,106,15,"Germany","Large Cars"
"110",2000,"mercedes-benz","S500","Large Cars",5,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,21,17,106,15,"Germany","Large Cars"
"111",2000,"audi","A4 Avant","Small Station Wagons",2.8,"Automatic 5-spd","6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,24,19,89,31,"Germany","Small Pickup Trucks"
"112",2000,"audi","A4 Avant quattro","Small Station Wagons",1.8,"Automatic 5-spd","4","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,17,26,20,89,31,"Germany","Small Pickup Trucks"
"113",2000,"audi","A4 Avant quattro","Small Station Wagons",1.8,"Manual 5-spd","4","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,19,26,22,89,31,"Germany","Small Pickup Trucks"
"114",2000,"audi","A4 Avant quattro","Small Station Wagons",2.8,"Automatic 5-spd","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,89,31,"Germany","Small Pickup Trucks"
"115",2000,"audi","A4 Avant quattro","Small Station Wagons",2.8,"Manual 5-spd","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,23,19,89,31,"Germany","Small Pickup Trucks"
"116",2000,"bmw","323i Touring","Small Station Wagons",2.5,"Automatic 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,25,19,91,26,"Germany","Small Pickup Trucks"
"117",2000,"bmw","323i Touring","Small Station Wagons",2.5,"Manual 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,26,21,91,26,"Germany","Small Pickup Trucks"
"118",2000,"bmw","528i Sport Wagon","Small Station Wagons",2.8,"Automatic 4-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,24,19,96,33,"Germany","Small Pickup Trucks"
"119",2000,"bmw","528i Sport Wagon","Small Station Wagons",2.8,"Automatic 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,24,19,96,33,"Germany","Small Pickup Trucks"
"120",2000,"bmw","528i Sport Wagon","Small Station Wagons",2.8,"Manual 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,24,19,96,33,"Germany","Small Pickup Trucks"
"121",2000,"bmw","540i Sport Wagon","Small Station Wagons",4.4,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,14,19,16,96,33,"Germany","Small Pickup Trucks"
"122",2000,"audi","A6 Avant quattro","Midsize Station Wagons",2.8,"Automatic 5-spd","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,99,36,"Germany","Midsize Station Wagons"
"123",2000,"lexus","RX 300","Midsize Station Wagons",3,"Automatic 4-spd","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,17,22,19,101,32,"Japan","Midsize Station Wagons"
"124",2000,"lexus","RX 300 4WD","Midsize Station Wagons",3,"Automatic 4-spd","6","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,16,21,18,101,32,"Japan","Midsize Station Wagons"
"125",2000,"mercedes-benz","E320 (Wagon)","Midsize Station Wagons",3.2,"Automatic 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,25,20,98,44,"Germany","Midsize Station Wagons"
"126",2000,"mercedes-benz","E320 4Matic (Wagon)","Midsize Station Wagons",3.2,"Automatic 5-spd","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,24,20,98,44,"Germany","Midsize Station Wagons"
"127",2000,"lincoln","Navigator 2WD","Sport Utility Vehicle - 2WD",5.4,"Automatic 4-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,11,16,13,NA,NA,"USA","Sport Utility Vehicles"
"128",2000,"bmw","X5","Sport Utility Vehicle - 4WD",4.4,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,12,16,14,NA,NA,"Germany","Sport Utility Vehicles"
"129",2000,"cadillac","Escalade 4WD","Sport Utility Vehicle - 4WD",5.7,"Automatic 4-spd","8","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,11,15,13,NA,NA,"USA","Sport Utility Vehicles"
"130",2000,"infiniti","QX4 4WD","Sport Utility Vehicle - 4WD",3.3,"Automatic 4-spd","6","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,13,17,15,NA,NA,"Japan","Sport Utility Vehicles"
"131",2000,"lexus","LX 470","Sport Utility Vehicle - 4WD",4.7,"Automatic 4-spd","6","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,12,15,13,NA,NA,"Japan","Sport Utility Vehicles"
"132",2000,"lincoln","Navigator 4WD","Sport Utility Vehicle - 4WD",5.4,"Automatic 4-spd","8","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,11,15,13,NA,NA,"USA","Sport Utility Vehicles"
"133",2000,"mercedes-benz","ML320","Sport Utility Vehicle - 4WD",3.2,"Automatic 5-spd","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,18,16,NA,NA,"Germany","Sport Utility Vehicles"
"134",2000,"mercedes-benz","ML430","Sport Utility Vehicle - 4WD",4.3,"Automatic 5-spd","8","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,14,17,15,NA,NA,"Germany","Sport Utility Vehicles"
"135",2000,"mercedes-benz","ML55","Sport Utility Vehicle - 4WD",5.5,"Automatic 5-spd","8","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,12,16,14,NA,NA,"Germany","Sport Utility Vehicles"
"136",2001,"acura","NSX","Two Seaters",3,"Automatic (S4)","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,NA,NA,"Japan","Two Seaters"
"137",2001,"acura","NSX","Two Seaters",3.2,"Manual 6-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,NA,NA,"Japan","Two Seaters"
"138",2001,"audi","TT Roadster","Two Seaters",1.8,"Manual 5-spd","4","Front-Wheel Drive","Premium",TRUE,FALSE,FALSE,19,27,22,NA,NA,"Germany","Two Seaters"
"139",2001,"audi","TT Roadster quattro","Two Seaters",1.8,"Manual 6-spd","4","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,18,26,21,NA,NA,"Germany","Two Seaters"
"140",2001,"bmw","M Coupe","Two Seaters",3.2,"Manual 5-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,23,18,NA,NA,"Germany","Two Seaters"
